"pmid";"value"
33004925;"Journal Article"
32973152;"Journal Article"
33031523;"Journal Article"
33023279;"Journal Article"
32994698;"Journal Article"
33011705;"Journal Article"
32989072;"Evaluation Study"
33014070;"Journal Article"
32961585;"Journal Article"
32970476;"Letter"
32994749;"Journal Article"
33013676;"Journal Article"
33008959;"Journal Article"
32955087;"Journal Article"
33030513;"Journal Article"
32985311;"Journal Article"
33029678;"Journal Article"
33011974;"Journal Article"
33031785;"Journal Article"
32962806;"Journal Article"
33005276;"Journal Article"
32979865;"Letter"
33027350;"Journal Article"
33026872;"Editorial"
33026892;"Journal Article"
32966970;"Journal Article"
33020721;"Journal Article"
32989428;"Case Reports"
32975386;"Journal Article"
33020697;"Journal Article"
32994656;"Journal Article"
32979742;"Journal Article"
33007240;"Journal Article"
33001409;"Journal Article"
32953634;"Journal Article"
33031360;"Journal Article"
32952405;"Case Reports"
32966645;"Journal Article"
32990193;"Journal Article"
33006723;"Journal Article"
32979398;"Journal Article"
33028448;"Journal Article"
33021367;"Journal Article"
33025672;"Letter"
32991356;"Journal Article"
32985202;"Journal Article"
32958428;"Journal Article"
32982613;"Journal Article"
33019838;"Journal Article"
33007711;"Journal Article"
32954754;"Journal Article"
32996368;"Journal Article"
32955711;"Letter"
32972617;"Journal Article"
32955344;"Journal Article"
32983689;"Case Reports"
33023853;"Journal Article"
32990810;"Letter"
32953143;"Editorial"
33021026;"Journal Article"
32959883;"Journal Article"
33013060;"Journal Article"
32953365;"Journal Article"
33013412;"Systematic Review"
32994918;"Case Reports"
32998369;"Journal Article"
32952854;"Journal Article"
32972196;"Journal Article"
33031009;"Journal Article"
32992196;"Journal Article"
33004603;"Journal Article"
33007008;"Journal Article"
32996648;"Letter"
32951655;"Journal Article"
32973779;"Journal Article"
33023445;"Journal Article"
33012160;"Journal Article"
32974370;"Journal Article"
32972205;"Journal Article"
33001220;"Journal Article"
33030102;"Journal Article"
33002677;"Journal Article"
32968739;"Journal Article"
33010246;"Letter"
32962882;"Letter"
33031016;"Journal Article"
32956193;"Journal Article"
33030774;"Letter"
33007575;"Journal Article"
33031213;"Journal Article"
32980157;"Letter"
33024848;"Published Erratum"
33026909;"Journal Article"
32996188;"Journal Article"
32981072;"Letter"
33021176;"Journal Article"
33009874;"Letter"
33016868;"Journal Article"
32972202;"Journal Article"
33020828;"Journal Article"
32985199;"Journal Article"
32996826;"Journal Article"
32974229;"Editorial"
33020738;"Case Reports"
33006608;"Journal Article"
32980664;"Journal Article"
32983542;"Journal Article"
33029476;"Case Reports"
32997119;"Journal Article"
32966822;"Journal Article"
32971511;"Journal Article"
33019956;"Journal Article"
33029833;"Journal Article"
33020338;"Journal Article"
33029064;"Journal Article"
33021422;"Journal Article"
32957746;"English Abstract"
32987722;"Journal Article"
32954231;"Journal Article"
32955126;"Journal Article"
33004152;"Editorial"
32971708;"Letter"
32965501;"Journal Article"
33024988;"Journal Article"
32978860;"Journal Article"
33012350;"Journal Article"
32964331;"Journal Article"
33003990;"Journal Article"
32983745;"Journal Article"
32969369;"Journal Article"
33022035;"Journal Article"
32953437;"Journal Article"
32992875;"Journal Article"
33013247;"Journal Article"
32961108;"Case Reports"
32993696;"Journal Article"
32958959;"Journal Article"
32991984;"Letter"
32990149;"Journal Article"
32968797;"Journal Article"
32952334;"Journal Article"
33015374;"Journal Article"
33013236;"Journal Article"
33012362;"Letter"
32958001;"Journal Article"
33014364;"Journal Article"
32989954;"Journal Article"
32969184;"Journal Article"
32981108;"Journal Article"
32965310;"Journal Article"
33025386;"Journal Article"
32998438;"Journal Article"
33010444;"Journal Article"
33012931;"Journal Article"
32963143;"Journal Article"
33007557;"Journal Article"
33013255;"Journal Article"
33023050;"Journal Article"
32966171;"Journal Article"
32954705;"Editorial"
32972613;"Letter"
33017198;"Journal Article"
33017914;"Letter"
32962703;"Journal Article"
33014228;"Journal Article"
33006869;"Journal Article"
32993467;"Letter"
32996564;"Letter"
33031142;"Journal Article"
33012465;"Journal Article"
33031261;"Journal Article"
33001871;"Journal Article"
32971021;"Editorial"
33015267;"Journal Article"
33023856;"Journal Article"
33027363;"Editorial"
33013871;"Journal Article"
33004011;"Journal Article"
32978058;"Journal Article"
33014893;"Journal Article"
32989234;"Journal Article"
33011781;"Journal Article"
32971144;"Letter"
33006842;"Letter"
33022806;"Journal Article"
33007060;"Journal Article"
32981994;"Journal Article"
33027359;"Journal Article"
33007742;"Journal Article"
33020043;"Journal Article"
32957657;"Editorial"
32974372;"Journal Article"
32976584;"Letter"
32963218;"Journal Article"
32957454;"Journal Article"
32981988;"Journal Article"
32976135;"Journal Article"
33027847;"Journal Article"
32964927;"Journal Article"
32987103;"Journal Article"
33020250;"Letter"
33016032;"Journal Article"
32979317;"Journal Article"
33020502;"Journal Article"
32998829;"Letter"
32965371;"Journal Article"
33011227;"Letter"
33024174;"Journal Article"
33021869;"Journal Article"
33002338;"Letter"
32957548;"Journal Article"
32968582;"Case Reports"
32990127;"Journal Article"
32974224;"Journal Article"
32970302;"Letter"
32979307;"Journal Article"
33007999;"Journal Article"
32966710;"Letter"
33008702;"Letter"
33000521;"Letter"
33014275;"Journal Article"
33015820;"Journal Article"
33027466;"Journal Article"
33016564;"Journal Article"
32998763;"Journal Article"
33030986;"Journal Article"
32964367;"Letter"
33005518;"Case Reports"
33017282;"Journal Article"
33007218;"Journal Article"
32975297;"Journal Article"
33029503;"Journal Article"
32959944;"Letter"
32965474;"Journal Article"
33010411;"Journal Article"
33012953;"Journal Article"
32954595;"Journal Article"
32979942;"Journal Article"
33014362;"Journal Article"
32963418;"Journal Article"
32969557;"Journal Article"
33000129;"Journal Article"
33019591;"Journal Article"
33000866;"Letter"
33006576;"Journal Article"
33023417;"Journal Article"
33015280;"Journal Article"
32958501;"Journal Article"
32983837;"Journal Article"
32973803;"Journal Article"
32977949;"Journal Article"
33024346;"Journal Article"
32969280;"Journal Article"
32978108;"Letter"
32958969;"Journal Article"
32985717;"Journal Article"
33000113;"Journal Article"
32965366;"Journal Article"
33006900;"Journal Article"
32994145;"Letter"
32993412;"Letter"
33017762;"Journal Article"
32999768;"Journal Article"
33007152;"Journal Article"
32958624;"Letter"
32982999;"Journal Article"
33005933;"Journal Article"
33016617;"Journal Article"
33020016;"Case Reports"
32967703;"Journal Article"
33007479;"Journal Article"
33003377;"Journal Article"
33007626;"Journal Article"
33011813;"Journal Article"
33015424;"Journal Article"
32994673;"Editorial"
32997543;"Journal Article"
32981754;"Journal Article"
33021631;"Journal Article"
33008774;"Journal Article"
32959515;"Published Erratum"
32990177;"Journal Article"
33029275;"Journal Article"
32982084;"Journal Article"
33020072;"Journal Article"
32953957;"Journal Article"
32972810;"Journal Article"
32986243;"Letter"
32999133;"Journal Article"
33002780;"Journal Article"
32996820;"Letter"
33008941;"Letter"
32966857;"Journal Article"
33022331;"Journal Article"
33020037;"Journal Article"
32953968;"Journal Article"
32995495;"News"
33027383;"Letter"
32981660;"Letter"
33028661;"Letter"
33012277;"Journal Article"
32994610;"Letter"
33008329;"Journal Article"
32988775;"Letter"
33001264;"English Abstract"
33010584;"Journal Article"
33027389;"Published Erratum"
33024372;"Journal Article"
33004262;"Journal Article"
32952210;"Journal Article"
33020106;"Journal Article"
32994211;"Journal Article"
33026622;"Editorial"
33014380;"Journal Article"
32965398;"Journal Article"
33009656;"Editorial"
32986907;"Journal Article"
33024367;"Journal Article"
33005539;"Journal Article"
33009087;"Journal Article"
33015705;"Journal Article"
33005644;"Journal Article"
32980860;"Journal Article"
32959407;"Journal Article"
32970551;"Journal Article"
33029618;"Journal Article"
32982890;"Journal Article"
33020332;"Journal Article"
32978307;"Journal Article"
32958120;"News"
32972381;"Case Reports"
33013421;"Journal Article"
33007224;"Letter"
33009057;"Journal Article"
33032293;"Journal Article"
32955560;"Journal Article"
33013104;"Journal Article"
33013872;"Journal Article"
32990872;"Journal Article"
33031744;"Journal Article"
33030516;"Journal Article"
32952318;"Journal Article"
32984240;"Journal Article"
33023685;"Journal Article"
32984046;"Journal Article"
33012619;"Journal Article"
33028665;"Letter"
32984794;"Journal Article"
32968409;"Journal Article"
33011076;"Journal Article"
33017138;"Journal Article"
33013686;"Journal Article"
33020335;"Journal Article"
32993759;"Letter"
33008700;"Letter"
33007455;"Journal Article"
32953322;"Journal Article"
33006776;"Journal Article"
33019894;"Journal Article"
32984798;"Journal Article"
33022014;"Journal Article"
33029561;"Journal Article"
32970772;"Journal Article"
32994856;"Journal Article"
32981033;"Journal Article"
32977004;"Letter"
33025475;"Editorial"
32969864;"Journal Article"
33026573;"Journal Article"
32955773;"Journal Article"
32981802;"Letter"
32975814;"Journal Article"
33027416;"Letter"
33031085;"Journal Article"
33002074;"Journal Article"
32982382;"Journal Article"
32982145;"Journal Article"
33021351;"Journal Article"
32969089;"Journal Article"
32968962;"Letter"
33021717;"Journal Article"
32983543;"Journal Article"
32980780;"Journal Article"
32980170;"Editorial"
33029484;"Journal Article"
32982538;"Journal Article"
32953275;"Journal Article"
33020948;"Journal Article"
32994472;"Journal Article"
32987661;"Journal Article"
32978440;"Journal Article"
32960159;"Journal Article"
33020342;"Journal Article"
33021761;"Journal Article"
33011993;"Journal Article"
32970553;"Journal Article"
33025322;"Journal Article"
32951933;"Journal Article"
33010731;"Journal Article"
33021703;"Journal Article"
33012096;"Letter"
32991947;"Letter"
33030379;"Journal Article"
33012159;"Journal Article"
33007233;"Journal Article"
32980275;"Letter"
33009973;"Journal Article"
32995660;"Journal Article"
32967091;"Journal Article"
33028688;"Journal Article"
33013069;"Journal Article"
32962691;"Journal Article"
33020127;"Journal Article"
33014936;"Journal Article"
33031684;"Journal Article"
33009818;"Journal Article"
32986489;"Journal Article"
32972176;"Journal Article"
32962787;"Journal Article"
33012314;"Letter"
33011896;"Letter"
32987033;"Journal Article"
32992731;"Journal Article"
33013657;"Journal Article"
32967472;"Letter"
33008829;"Journal Article"
32973505;"Journal Article"
33031729;"Journal Article"
33017383;"English Abstract"
32963142;"Journal Article"
32966196;"Journal Article"
33024824;"Journal Article"
33006087;"Journal Article"
33029791;"Journal Article"
32968677;"Journal Article"
33002409;"Journal Article"
32970143;"Journal Article"
33007369;"Journal Article"
32982760;"Journal Article"
32986289;"Journal Article"
32989423;"Journal Article"
33001829;"Journal Article"
32999425;"Journal Article"
32996772;"Editorial"
32957024;"Editorial"
33003128;"Journal Article"
33000673;"Journal Article"
32954242;"Journal Article"
33020725;"Journal Article"
32983832;"Journal Article"
32969678;"Journal Article"
32984015;"Journal Article"
32995261;"Case Reports"
32970607;"Letter"
32951627;"Journal Article"
32979322;"Journal Article"
32971009;"Letter"
33006287;"Journal Article"
33012889;"Journal Article"
32971512;"Letter"
32964897;"Journal Article"
32952322;"Journal Article"
33025261;"Journal Article"
32975856;"Journal Article"
32990948;"Letter"
32985963;"Journal Article"
33004322;"Journal Article"
32993538;"Journal Article"
32994803;"Journal Article"
33010978;"Journal Article"
32964930;"Journal Article"
32988688;"Journal Article"
33025949;"Journal Article"
32972995;"Journal Article"
32991230;"Journal Article"
32994194;"Journal Article"
33031488;"Journal Article"
33009802;"Journal Article"
33017238;"News"
33027056;"Journal Article"
32953249;"Journal Article"
33025219;"Journal Article"
33006279;"Journal Article"
33002740;"Journal Article"
32910910;"Editorial"
32980434;"Journal Article"
32983928;"Journal Article"
32978854;"Letter"
32983694;"Journal Article"
32989935;"Journal Article"
32982515;"Journal Article"
32986824;"Journal Article"
32965453;"Case Reports"
32980557;"Journal Article"
32999086;"Journal Article"
33009829;"Journal Article"
32955081;"Journal Article"
33029721;"Published Erratum"
32974035;"Journal Article"
33010733;"Case Reports"
33025925;"Journal Article"
33015557;"Journal Article"
33031947;"Journal Article"
32978009;"Editorial"
32958974;"Journal Article"
33019514;"Journal Article"
33022916;"Journal Article"
32957829;"Letter"
33015644;"Journal Article"
32990020;"Journal Article"
33002753;"Journal Article"
33011666;"Journal Article"
32960061;"Journal Article"
33001206;"Journal Article"
32984253;"Journal Article"
32953556;"Journal Article"
32975254;"Journal Article"
33017673;"Letter"
32987193;"Letter"
32984786;"Journal Article"
33024427;"Journal Article"
32971006;"Journal Article"
33029419;"Journal Article"
32908271;"Editorial"
32994131;"Journal Article"
32981770;"Journal Article"
33027441;"Journal Article"
33012213;"Journal Article"
33009203;"Journal Article"
32958088;"Journal Article"
32984797;"Journal Article"
33003254;"Letter"
32989434;"Editorial"
33026483;"Journal Article"
32994600;"Journal Article"
33028424;"Journal Article"
33007951;"Journal Article"
32956731;"Letter"
33030209;"Journal Article"
33027461;"Journal Article"
33015920;"Letter"
33013567;"Journal Article"
32951981;"Letter"
32998663;"Journal Article"
33017270;"Journal Article"
32993015;"Journal Article"
32987599;"Letter"
33024823;"Case Reports"
32980319;"Journal Article"
32970917;"Journal Article"
32978835;"Letter"
32958345;"Journal Article"
33014718;"Journal Article"
33013100;"Journal Article"
32985200;"Journal Article"
32970935;"Journal Article"
32994669;"Journal Article"
33024235;"Journal Article"
32978312;"Journal Article"
32981560;"Journal Article"
33006317;"Journal Article"
32978305;"Journal Article"
33012537;"Case Reports"
33030658;"Editorial"
32960675;"Journal Article"
32954709;"Journal Article"
33031762;"Letter"
32967093;"Journal Article"
